kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan
FR023,"Sapi, babat, segar",108,17.6,4.2,0,0,12,144,1,147,101.4,0.11,2.2,0,0.15,0.17,1.7,0,Tunggal,Daging
FR024,"Sapi, daging, gemuk, segar",273,17.5,22,0,0,10,150,2.6,93,267,0.17,6.4,12,0.08,0.18,7.3,0,Tunggal,Daging
FR025,"Sapi, daging, kurus, segar",174,19.6,10,0,0,11,181,2.9,83,489,0.07,4.9,6,0.07,0.51,1.2,0,Tunggal,Daging
FR026,"Sapi, daging, lemak sedang, segar",201,18.8,14,0,0,11,170,2.8,105,378,4.58,5.2,9,0.08,0.56,1.3,0,Tunggal,Daging
FR027,"Sapi, daleman, segar",183,12,14.4,1.4,0,43,319,1.8,277,160,0.1,0.8,0,0.31,0.22,8.5,0,Tunggal,Daging
FR028,"Sapi, dideh/darah",98,21.9,1.1,0,0,7,24,1.3,150,170,0,0.2,15,0.01,0.03,0.9,0,Tunggal,Daging
FR029,"Sapi, ginjal, segar",137,15,8.1,0.9,0,9,221,7.9,200,230.2,0,0,348,0.37,1.22,6.1,13,Tunggal,Daging
FR030,"Sapi, keleponan, segar",84,10.5,4.6,0.2,0,20,13,2.1,73,318,0.2,1.7,857,0.1,0.14,0.3,0,Tunggal,Daging
FR031,"Sapi, liver, segar",132,19.7,3.2,6,0,7,358,6.6,110,213,0.51,2.3,13303,0.26,1.52,11.4,31,Tunggal,Daging
FR032,"Sapi, otak, segar",123,10.4,8.6,0.8,0,16,330,3.6,112,243.8,0.26,0.9,0,0.23,0.19,3.9,18,Tunggal,Daging
FR033,"Sapi, usus, segar",126,14,7.2,1.5,0,14,115,4,0,0,0,0,61,0.08,0.33,0.2,0,Tunggal,Daging
FR034,Ulat sagu segar,241,5.8,21.6,5.8,2.8,20,70,0.5,210,210,1,7.7,0,0.17,1.45,0.1,0,Tunggal,Daging
GP001,"Bekicot, dendeng, mentah",441,48.7,20.3,15.8,0,692,523,16.6,0,0,0,0,6,0.56,0,0,69,Olahan,Ikan dsb
GP002,"Belut, goreng",417,25.9,19.4,32,0,840,872,4.9,71,217.7,0.3,1.8,0,0,0.2,10.5,0,Olahan,Ikan dsb
GP003,"Cumi-cumi, goreng",265,40.6,10.1,0,0,62,270,2.7,86,81.9,0,0,0,0.09,0,6.3,0,Olahan,Ikan dsb
GP004,"Ikan asin, kering",193,42,1.5,0,0,200,300,2.5,0,0,0,0,0,0.01,0,0,0,Olahan,Ikan dsb
GP005,"Ikan bandeng presto, masakan",296,17.1,20.3,11.3,0,1422,659,1.9,0,0,0,0,6,0.14,0,0,69,Olahan,Ikan dsb
GP006,Ikan baung bakar,144,17.8,5.8,5.2,0,18,169,0,168,236,0.1,0.7,0,0,0,1.3,0,Olahan,Ikan dsb
GP007,Ikan Belida bakar,128,18,3,7.2,0,58,134,0,293,198,0.1,0.4,0,1.8,0.17,1.5,0,Olahan,Ikan dsb
GP008,"Ikan cakalang asap, mentah",204,34.2,5.6,1.9,0,14,399,1.3,176,588,0.3,0.7,1546,0.53,0.07,0,0,Olahan,Ikan dsb
GP009,"Ikan cakalang asin, mentah",198,36.5,2.2,5.5,0,236,346,3.7,4304,302.1,0,0,0,0.06,0,0,0,Olahan,Ikan dsb
GP010,"Ikan calo/ peda, mentah",81,11.4,1.9,3.8,0,743,174,22.6,0,0,0,0,15,0,0,0,0,Olahan,Ikan dsb
GP011,"Ikan Gabus asap, mentah",261,38.1,2.3,21.9,0,251,184,2.9,320,410,0.4,0.8,114,0.1,0.1,14.5,0,Olahan,Ikan dsb
GP012,"Ikan Gabus, kering",268,58,4,0,0,15,100,0.1,0,0,0,0,30,0.1,0,0,0,Olahan,Ikan dsb
GP013,"Ikan gete, goreng",267,23.1,19.4,0.2,0,234,124,0.8,590,440,0.1,1.9,0,0,0,0.2,0,Olahan,Ikan dsb
GP014,"Ikan hiu, kering",298,46.3,3.6,20.2,0,335,846,2.5,957,1457,0.5,2,661,0.84,0.11,22.5,0,Olahan,Ikan dsb
GP015,"Ikan katombo, asin",162,31.7,2.8,0.3,0,279,609,4.6,4393,342.2,2.8,0,0,0.09,0,0,0,Olahan,Ikan dsb
GP016,"Ikan kayu, kering",302,70.7,1.9,0.4,0,313,22,4.1,345,1045,0,1.8,0,1.4,0.04,20,0,Olahan,Ikan dsb
GP017,Ikan Lais bakar,147,17.5,6.5,5.4,0,54,194,0.1,142,209,0,0.5,0,0,0,0,0,Olahan,Ikan dsb
GP018,"Ikan lomak asin, mentah",258,40.3,2.3,18.9,0,140,279,2.3,6227,485.1,2.3,0,0,0.1,0.3,6,0,Olahan,Ikan dsb
GP019,Ikan Mas pepes,209,15.2,11.3,11.8,0.5,686,530,6.1,74,276.7,0.1,1.9,3,0.13,0.1,2.4,0,Olahan,Ikan dsb
GP020,Ikan mujahir goreng,416,46.9,23.9,0,0,346,654,0.9,54,278.9,0,0.2,12,0.12,0.1,2.2,0,Olahan,Ikan dsb
GP021,Ikan Mujahir pepes,121,21.7,2.8,0.8,0,83,248,1.6,58,265.8,0,0.3,8,0,0.1,1.9,0,Olahan,Ikan dsb
GP022,"Ikan mujahir, dendeng, mentah",582,68.3,15.2,37.2,0,3258,1699,4.3,0,0,0,0,15,0.27,0,0,0,Olahan,Ikan dsb
GP023,"Ikan Papuyu, bakar",152,17.6,6.1,6.7,0,244,227,3.4,320,224,0.2,1,0,0,0,0,9,Olahan,Ikan dsb
GP024,"Ikan Patin, bakar",144,17.5,6.3,4.3,0,191,232,1.4,379,230,0.1,0.7,0,0,0,0,0,Olahan,Ikan dsb
GP025,"Ikan peda banjar, mentah",156,28,4,2,0,174,316,3.1,59,368.8,0,0.5,33,0.1,0.1,4.7,0,Olahan,Ikan dsb
GP026,"Ikan pepetek, mentah",176,32,4.4,2,0,120,200,1,79,1,0,0,15,0.05,0.1,2.4,0,Olahan,Ikan dsb
GP027,"Ikan Pindang banjar, mentah",157,28,4.2,1.8,0,50,100,1,0,0,0,0,45,0.1,0,0,0,Olahan,Ikan dsb
GP028,"Ikan Pindang benggol, mentah",170,31,4.2,0,0,50,100,1,0,0,0,0,45,0.1,0,0,0,Olahan,Ikan dsb
GP029,"Ikan Pindang layang, mentah",153,30,2.8,0,0,60,200,3,0,0,0,0,61,0.07,0,0,0,Olahan,Ikan dsb
GP030,"Ikan Pindang selar, mentah",142,27,3,0,0,60,200,3,0,0,0,0,61,0.07,0,0,0,Olahan,Ikan dsb
GP031,"Ikan sale lais, mentah",415,61.3,17.6,2.9,0,258,919,7,381,488,17.6,1,0,0.03,0.1,17.3,0,Olahan,Ikan dsb
GP032,"Ikan saluang, kering, mentah",284,34.1,9.9,14.6,0,1426,1103,9.5,1767,263,1.3,18.7,0,0.49,0.03,0,0,Olahan,Ikan dsb
GP033,"Ikan sanggang, masakan",240,21.7,7.7,20.7,0,159,362,9.8,2041,159,1.5,8.8,0,0.51,0.02,0,0,Olahan,Ikan dsb
GP034,"Ikan selar kuning, cue, mentah",138,27,3.3,0,0,50,100,2,0,0,0,0,45,0.1,0,0,0,Olahan,Ikan dsb
GP035,"Ikan selar, kering, mentah",194,38,3.5,0,0,20,200,1,0,0,0,0,0,0.01,0,0,0,Olahan,Ikan dsb
GP036,"Ikan sepat, kering, mentah",289,38,14,0,0,40,100,0.7,0,0,0,0,0,0,0,0,0,Olahan,Ikan dsb
GP037,"Ikan sunu, asin, mentah",199,34.1,3.8,7.1,0,94,92,2.2,377,57,0.1,3.2,2481,1.5,0.13,7.2,0,Olahan,Ikan dsb
GP038,"Ikan, tepung, mentah",316,60.1,6.5,22.4,0,3196,1976,16.6,0,0,0,0,320,0,0,0,0,Olahan,Ikan dsb
GP039,"Ikan Teri nasi, kering, mentah",144,32.5,0.6,0,0,1,1,3,312,0,0,0,61,0.1,0,0,0,Olahan,Ikan dsb
GP040,"Ikan Teri, bubuk, mentah",277,60,2.3,1.8,0,1209,1225,3,0,0,0,0,90,0.1,0,0,0,Olahan,Ikan dsb
GP041,"Ikan teri, kering, mentah",170,33.4,3,0,0,12,15,3.6,0,0,0,0,64,0.15,0,0,0,Olahan,Ikan dsb
GP042,"Ikan Teri, kering, tawar, mentah",331,68.7,4.2,0,0,2381,15,23.4,0,0,0,0,61,0.1,0,0,0,Olahan,Ikan dsb
GP043,"Ikan Teri, tepung, mentah",347,48.8,6.4,19.6,0,4608,12,18.6,0,0,0,0,61,1.12,0,0,0,Olahan,Ikan dsb
GP044,"Kerang, asap, mentah",393,38.9,13.3,29.4,0,420,410,8.5,160,50,0.6,3.7,0,0.3,1.7,0.2,0,Olahan,Ikan dsb
GP045,"Kerang, dendeng, mentah",357,41.1,10,25.6,0,217,904,5.2,0,0,0,0,0,0.27,0,0,0,Olahan,Ikan dsb
GP046,"Rebon, kering, mentah",299,59.4,3.6,3.2,0,2306,625,21.4,0,0,0,0,0,0.06,0,0,0,Olahan,Ikan dsb
GP047,"Rebung laut, mentah",320,7.2,4.2,63.3,0,240,570,6.6,20,1040,1.5,6.2,917,0,0,4.9,0,Olahan,Ikan dsb
GP048,Rusip,110,11.5,2,11.7,0,479,348,7.1,0,0,0,0,0,0.04,0,0,0,Olahan,Ikan dsb
GP049,Sardines dalam kaleng,338,21.1,27,1,0,354,434,3.5,0,0,0,0,76,0.1,0,0,0,Olahan,Ikan dsb
GP050,"Teripang, dendeng, mentah",462,39.1,32.4,3.5,0,499,616,96.4,315,402.5,0,0,2,1.37,0,5.3,0,Olahan,Ikan dsb
GP051,"Udang kering, mentah",278,62.6,4.1,2.2,0,760,510,5.2,540,360,2.4,3.2,39,0,0,0.1,0,Olahan,Ikan dsb
GP052,"Udang papay, mentah",273,47.8,3.8,12.5,0,1109,789,2.4,651,802,2.6,10.8,0,0,0,0,0,Olahan,Ikan dsb
GP053,Abon haruwan,513,23.7,37,21.3,0,25,25,0.5,61,15,0,0.2,0,0,0,0,0,Olahan,Ikan dsb
GP054,Abon ikan,435,27.2,20.2,36.1,0,0,0,0,0,0,0,0,0,0,0.8,24.3,0,Olahan,Ikan dsb
GP055,"Betok wadi, masakan",145,16.3,7,4.1,0,405,523,1.8,69,203,1,1.3,0,0.22,0,0,0,Olahan,Ikan dsb
GP056,"Bou ninahu ndamate, masakan",79,6.3,1,1.1,0,0,0,0,67,0,0,0,691,0.1,0,0.1,0,Olahan,Ikan dsb
GP057,"Bouiki ninahu nggaluku, masakan",94,7.8,2.2,10.8,0,0,0,0,58,179.4,0,1.5,0,0.5,0.03,2.4,0,Olahan,Ikan dsb
GP058,Cakalang asar (asap papua),155,20.1,3.8,10.2,0,20,240,2.1,90,390,0.3,0.1,86,0,0.7,0.2,0,Olahan,Ikan dsb
GP059,"Dendeng belut, goreng",382,55.7,14.1,8,0,1069,654,15.4,0,0,0,0,28,0.48,0,0,0,Olahan,Ikan dsb
GP060,"Dendeng mujahir, goreng",598,74.3,26.9,9.2,0,1957,1447,7.4,0,0,0,0,18,0.19,0,0,0,Olahan,Ikan dsb
GP061,Fillet o-fish,270,12.3,15.9,19.3,0.2,239,272,1.8,439,0,0,0,34,0.59,0,0,0,Olahan,Ikan dsb
GP062,"Gete kuah asam, masakan",75,8.2,2,6,0,162,880,0.8,260,150,0.1,1.5,0,0,0,0.1,0,Olahan,Ikan dsb
GP063,"Gulai asam keueung, masakan",52,10,0.5,1.8,0,62,102,0.3,332,141,0,1,0,0.18,0.34,0,0,Olahan,Ikan dsb
GP064,"Gulai ikan paya, masakan",148,10,9.8,5,0,103,82,0.7,525,256,0.1,0.9,0,0.26,0.02,0,0,Olahan,Ikan dsb
GP065,"Gulai ikan, masakan",106,16.5,3.3,2.5,0,306,196,4.8,743,0,0,0,86,0.32,0,0,0,Olahan,Ikan dsb
GP066,"Gulai keumamah, masakan",110,5.9,8.2,3.2,0,32,96,1,335,121,0.2,0.9,0,0.33,0.04,0,0,Olahan,Ikan dsb
GP067,"Gulai tiram, masakan",132,9,7.2,7.8,0,53,134,3.7,285,133,1.1,0.7,389,0.29,0.12,0,0,Olahan,Ikan dsb
GP068,"Gurame asem manis, masakan",192,12.7,10.1,12.7,0,283,169,1.1,0,0,0,0,19,0.1,0,0,0,Olahan,Ikan dsb
GP069,"Ikan asar merah, masakan",146,17.7,5.9,5.6,0,100,240,4,170,310,0.3,1.4,224,0,0,0,0,Olahan,Ikan dsb
GP070,Jambal goreng,286,48.5,9.2,2.3,0,207,457,3.3,0,0,0,0,109,0.4,0,3.1,0,Olahan,Ikan dsb
GP071,"Jukku pallu kaloa, masakan",15,15.2,4.3,8.8,0,40,170,1.1,605,153,0.6,1.1,0,0.3,0.14,7.5,0,Olahan,Ikan dsb
GP072,"Kaholeo, masakan",413,28.7,19.8,29.8,0,909,1291,0,0,1171,0.1,3.1,4236,1.34,0.03,5.7,0,Olahan,Ikan dsb
GP073,"Lawara penjah, masakan",207,7.4,15.4,9.6,0,114,219,5.9,683,117,0.5,0.7,0,0.19,0.04,0,14,Olahan,Ikan dsb
GP074,"Model, masakan",79,2.2,4,8.6,0,8,33,0.8,147,34,0.1,0.5,0,0.16,0.02,0,0,Olahan,Ikan dsb
GP075,"Mujahir acar kuning, masakan",330,17.8,23.4,12.1,1.1,154,357,5.3,0,0,0,0,24,0.15,0,0,0,Olahan,Ikan dsb
GP076,"Parede baleh, masakan",87,10.5,2.5,5.5,0,35,215,0.9,416,59,0.1,0.2,0,0.24,0,0.7,0,Olahan,Ikan dsb
GP077,Pempek adaan,162,4.9,3,27.8,0,26,116,1,488,119,0.1,0.2,0,0.3,0.03,1,0,Olahan,Ikan dsb
GP078,Pempek belida,156,4.2,1.4,31.6,0.2,100,55,3.3,0,0,0,0,0,0.03,0,0,0,Olahan,Ikan dsb
GP079,Pempek kapal selam,152,4.5,2.3,28.2,0,19,115,1.6,628,91,0.1,0.2,0,0.2,0.03,1,0,Olahan,Ikan dsb
GP080,Pempek kelesan,211,12.3,6.1,26.6,0.4,840,176,1.8,0,0,0,0,14,0.25,0,0,0,Olahan,Ikan dsb
GP081,Pempek kulit,243,5.2,7.3,39.1,0,16,96,2,555,102,0.1,0.6,0,0.2,0.02,0.9,0,Olahan,Ikan dsb
GP082,Pempek telur,156,4.7,2.7,28.3,0,13,83,1.3,448,48,0.1,0.6,0,0.2,0.05,1.1,0,Olahan,Ikan dsb
GP083,Pempek tenggiri,173,7.2,1.2,33.4,0.2,164,80,3.1,0,0,0,0,0,0.02,0,0,0,Olahan,Ikan dsb
GP084,"Pencok lele, masakan",372,7.8,36.3,3.5,0,289,295,5.3,0,0,0,0,64,0.12,0,0,0,Olahan,Ikan dsb
GP085,"Pinda, masakan",107,15.9,0.6,0.4,0,375,336,1.9,526,330,0.2,1,896,0.89,0.05,0.5,0,Olahan,Ikan dsb
GP086,"Pindang kenari, masakan",124,9.5,9.6,0,0,120,220,1.3,370,270,0.3,1.2,18,0,0,0.1,0,Olahan,Ikan dsb
GP087,"Saboko gurita, masakan",87,15.7,1.5,2.6,0,60,14,2.1,200,180,0.9,4,38,0,0,0,0,Olahan,Ikan dsb
GP088,"Saboko saltan, masakan",113,17.1,3.6,3,0,240,60,0.5,40,350,0.2,0.6,27,0,0,0.1,0,Olahan,Ikan dsb
GP089,"Saboko sardin, masakan",110,12.9,4.3,4.9,0,220,520,6,200,280,0.2,3.9,37,0,0,0,0,Olahan,Ikan dsb
GP090,Sate Bandeng,283,12.1,16.8,20.9,2,118,186,1.2,543,199,0.2,0.9,0,0.02,0.02,0,0.3,Olahan,Ikan dsb
GP091,"Sepi, masakan",88,7.9,1.6,10.6,0,924,350,2.3,873,258,1,1.1,783,0,0,0,0,Olahan,Ikan dsb
GP092,Tekwan,53,1.9,0.9,9.4,0,9,41,1,174,42,0,0,99,0.1,0.02,0.4,0,Olahan,Ikan dsb
GP093,"Teri balado, masakan",365,23.7,22.3,17.5,0,869,348,4,0,0,0,0,27,0.13,0,0,0,Olahan,Ikan dsb
GP094,Tumis bandeng,189,11.3,15.7,0.6,0,56,129,0.4,314,280,0.1,0.7,579,0.46,0.02,0,0,Olahan,Ikan dsb
GP095,Tumis keumamah,300,14.5,20,15.5,4.5,0,0,0,0,0,0,0,0,0.63,0.04,0,7,Olahan,Ikan dsb
GR001,"Ikan bader, segar",193,19,13,0,0,48,150,0.4,118,264.9,0.1,0.2,45,0.01,0.1,4.1,0,Tunggal,Ikan dsb
GR002,"Ikan balong, segar",107,16.5,3.9,1.5,0,54,202,2,86,253.4,0.5,1,25,0.05,0.1,2.5,0,Tunggal,Ikan dsb
GR003,"Ikan bambangan, segar",112,20,1.3,3.7,0,98,120,3,148,258.7,0,0.1,0,0.07,0,0.3,0,Tunggal,Ikan dsb
GR004,"Ikan bandeng, segar",123,20,4.8,0,0,20,150,2,67,271.1,0,0.9,45,0.05,0.1,6,0,Tunggal,Ikan dsb
GR005,"Ikan banjar, segar",111,19.4,0.9,4.8,0,68,278,7.3,99,338.7,0.2,0.6,0,0.03,0.2,7.3,0,Tunggal,Ikan dsb
GR006,"Ikan baronang, segar",78,14.5,0.6,3.7,0,26,521,3.8,26,692,4.7,4.1,732,0.2,0.04,3,0,Tunggal,Ikan dsb
GR007,"Ikan batung, segar",115,14.5,4.6,4.2,0,0,207,0,42,361,0.2,0.9,0,1.2,0.04,1.1,0,Tunggal,Ikan dsb
GR008,"Ikan baung, segar",123,15.1,5.5,3.3,0,5,146,1.3,32,349,0.1,0.7,0,0.2,0.03,1.2,0,Tunggal,Ikan dsb
GR009,"Ikan bawal, segar",91,19,1.7,0,0,20,150,2,129,233.3,0.1,0.3,45,0.05,0.1,1.8,0,Tunggal,Ikan dsb
GR010,"Ikan Belida, segar",80,14.7,1.4,2.2,0,303,315,1.3,41,356,0,0.8,0,1.2,0.14,1.4,0,Tunggal,Ikan dsb
GR011,"Belut, segar",70,14.6,0.8,1,0,49,155,1.5,55,169,0.2,1.2,0,0.22,0.12,7.7,0,Tunggal,Ikan dsb
GR012,"Belut,laut, segar",93,12.8,1.5,6.1,0,60,199,3,33,175.9,0.1,1,51,0.06,0,2.7,0,Tunggal,Ikan dsb
GR013,"Ikan beunteur, segar",109,17,4,0,0,500,500,1,109,323.5,0.6,1.3,45,0.05,0.1,2.6,0,Tunggal,Ikan dsb
GR014,"Ikan biawan, segar",90,14.9,2.5,2.1,0,125,265,1,35,207,0.4,0.6,0,0.36,0.03,2.9,0,Tunggal,Ikan dsb
GR015,"Ikan bili, segar",88,14.2,0.7,6.2,0,27,176,1.5,217,202,0,4.1,0,0.72,0.09,2.7,0,Tunggal,Ikan dsb
GR016,"Ikan bubara, segar",100,14.7,2.4,4.9,0,90,90,0.4,390,390,0.7,0.8,0,0,0,0,0,Tunggal,Ikan dsb
GR017,"Ikan bulan-bulan, segar",134,25.5,1.3,5,0,29,29,0.5,197,489,0.1,0.5,0,0.3,0.02,0.8,0,Tunggal,Ikan dsb
GR018,"Ikan, cakalang, segar",107,19.6,0.7,5.5,0,23,242,2.9,66,239,0.2,0.6,386,0.17,0.05,21.7,0,Tunggal,Ikan dsb
GR019,"Ikan cakalang, hati, segar",120,11.3,3.9,10,0,30,30,0.9,420,280,1.6,4.3,0,0,0,0.2,0,Tunggal,Ikan dsb
GR020,"Ikan cakalang, jantung, segar",116,11.2,1.2,10.2,0,10,40,3.4,360,250,0.5,1.9,908,0,0,0.1,0,Tunggal,Ikan dsb
GR021,"Ikan cakalang, perut, segar",86,10.2,1.1,8.7,0,20,110,2.1,230,210,0.3,9.3,0,0.24,0,0.3,0,Tunggal,Ikan dsb
GR022,"Cumi-cumi, segar",75,16.1,0.7,0.1,0,32,200,1.8,37,204.1,1.6,1.3,0,0.08,0,2.5,0,Tunggal,Ikan dsb
GR023,"Ikan daun, segar",101,11.5,4.1,4.6,0,80,210,0.8,120,270,0.1,0.9,0,0.08,0.07,0.1,0,Tunggal,Ikan dsb
GR024,"Ikan ekor kuning, segar",108,22.3,1.2,2.1,0,30,220,0.5,50,230,0.1,0.6,40,0,0.1,0.2,0,Tunggal,Ikan dsb
GR025,"Ikan gabus, segar",80,16.2,0.5,2.6,0,170,139,0.1,65,254,0.3,0.4,335,0.4,0.2,0.1,0,Tunggal,Ikan dsb
GR026,"Ikan Heu, segar",81,10,1.6,6.6,0,191,990,2.1,240,210,0.1,2.7,0,0.87,0,0.2,0,Tunggal,Ikan dsb
GR027,"Ikan hitam, segar",101,10.3,3.7,6.7,0,50,140,0.4,70,210,0,0.4,67,0,0.1,0.1,0,Tunggal,Ikan dsb
GR028,"Ikan hiu, segar",57,10.7,0.3,2.2,0,75,206,2,0,0,0.02,0,0,0.05,0,0,0,Tunggal,Ikan dsb
GR029,"Ikan kacangan, segar",77,15.6,0.9,1.6,0,94,170,1.7,0,0,0,0,18,0.07,0,0,0,Tunggal,Ikan dsb
GR030,"Ikan kakap, segar",92,20,0.7,0,0,20,200,1,0,0,0,0,9,0.05,0,0,0,Tunggal,Ikan dsb
GR031,"Ikan kakatua, segar",82,11.4,1.2,6.4,0,20,160,0.4,90,300,0.1,0.3,18,0,0,0.2,0,Tunggal,Ikan dsb
GR032,"Ikan kalaban, segar",77,16.4,0.7,1.3,0,182,248,0.9,40,334,0.7,0.8,0,0.16,0.15,1.9,0,Tunggal,Ikan dsb
GR033,"Ikan Kamera, segar",86,19.7,0.8,0,0,50,170,0.3,90,290,0.3,0.1,26,0,0.08,0.1,0,Tunggal,Ikan dsb
GR034,"Ikan kapar, segar",132,17,6.7,0.8,0,151,272,1.2,78,229,0.9,0.7,0,0.07,0.03,0,0,Tunggal,Ikan dsb
GR035,"Ikan kawalinya, segar",110,12.6,4.2,5.4,0,80,300,1.5,340,300,0.2,1.4,146,0,0,0.2,0,Tunggal,Ikan dsb
GR036,"Ikan oci, kembung, segar",125,21.3,3.4,2.2,0,136,69,0.8,214,245,0.2,1.1,0,0.26,0.03,0.2,0,Tunggal,Ikan dsb
GR037,"Keong, segar",64,12,1,2,0,217,78,1.7,231,9,0.37,0.1,0,0,0,0,0,Tunggal,Ikan dsb
GR038,"Kepiting, segar",151,13.8,3.8,14.1,0,210,250,1.1,0,0,0,0,61,0.05,0,0,0,Tunggal,Ikan dsb
GR039,"Kerang, segar",101,14.4,2.6,3.9,0,321,270,15.6,0,0,0,0,0,0.01,0,0,0,Tunggal,Ikan dsb
GR040,"Ikan keru-keru, segar",93,16.5,2.1,0.8,0,65,217,2.4,137,255.3,0.34,0.7,0,0.01,0.09,1.6,0,Tunggal,Ikan dsb
GR041,"Ikan kima, segar",70,10.8,0.7,5.2,0,53,72,2,342,101,0.5,0.5,401,0.22,0.05,5.8,0,Tunggal,Ikan dsb
GR042,"Kodok, segar",73,16.4,0.3,0,0,18,147,1.1,0,0,0,0,0,0.14,0,0,0,Tunggal,Ikan dsb
GR043,"Kura-kura, segar",83,19.1,0.2,0,0,27,87,0.7,0,0,0,0,0,0.2,0,0,0,Tunggal,Ikan dsb
GR044,"Kuro, segar",87,16,2.2,1,0,75,136,1,0,0,0,0,6,0.04,0,0,0,Tunggal,Ikan dsb
GR045,"Ikan lais, segar",161,11.9,11.5,2.4,0,70,237,0,0,0,0,0,0,0.05,0,0,0,Tunggal,Ikan dsb
GR046,"Ikan layang, segar",109,22,1.7,0,0,50,150,2,0,0,0,0,45,0.05,0,0,0,Tunggal,Ikan dsb
GR047,"Ikan layur, segar",82,18,1,0.4,0,48,229,2.2,0,0,0,0,4,0.04,0,0,0,Tunggal,Ikan dsb
GR048,"Ikan lehoma, segar",90,20.4,0.9,0,0,88,270,0.7,56,281,0.3,0.9,1047,0.32,0.03,0.2,0,Tunggal,Ikan dsb
GR049,"Ikan lemuru, segar",112,20,3,0,0,20,100,1,0,0,0,0,30,0.05,0,0,0,Tunggal,Ikan dsb
GR050,"Ikan lidah, segar",104,15.6,3.2,2,0,30,143,2,0,0,0,0,33,0.03,0,0,0,Tunggal,Ikan dsb
GR051,"Lokan, segar",217,11,1.7,5.1,0,20,390,10.9,3,7,0.2,2.7,0,0.45,0.07,0,0,Tunggal,Ikan dsb
GR052,"Ikan malalugis, segar",99,20.6,1.4,0.9,0,164,330,0.5,76,282,0.2,0.9,661,0.3,0.02,0.5,0,Tunggal,Ikan dsb
GR053,"Ikan mamar merah, segar",115,15.3,4,4.4,0,60,190,1.6,120,240,0.2,1,0,0.2,0.1,0.1,0,Tunggal,Ikan dsb
GR054,"Ikan mas, segar",86,16,2,0,0,20,150,2,65,276.7,0.1,1.1,45,0.05,0.1,2.6,0,Tunggal,Ikan dsb
GR055,"Ikan mayong, segar",97,17.9,2,0.4,0,40,100,2.5,0,0,0,0,21,0.1,0,0,0,Tunggal,Ikan dsb
GR056,"Ikan mujahir, segar",89,18.7,1,0,0,96,209,1.5,51,265.8,0,0.2,6,0.03,0.1,2,0,Tunggal,Ikan dsb
GR057,"Ikan nasu metti, segar",154,16.8,5,10.5,0,80,244,1.6,421,488,0.2,1.2,0,0.47,0.15,9.6,0,Tunggal,Ikan dsb
GR058,"Ikan paling, segar",303,14,27,0,0,20,200,1,43,0,0,0,485,0.1,0,0,2,Tunggal,Ikan dsb
GR059,"Ikan papuyu/ betok, segar",120,14.3,4.9,4.6,0,329,436,1.5,240,169,0.8,1.1,0,0,0.05,3.1,0,Tunggal,Ikan dsb
GR060,"Ikan Patin, segar",132,17,6.6,1.1,0,31,173,1.6,77,346,0.7,0.8,0,0.2,0.03,1.7,0,Tunggal,Ikan dsb
GR061,"Ikan pomo, segar",147,22.5,5.2,2.6,0,80,230,1.3,0,380,0.2,0.7,89,0,0,0,0,Tunggal,Ikan dsb
GR062,"Ikan Puntin, segar",76,14.4,1.1,2.2,0,28,166,0,0,325,0.1,0.6,0,0.31,0.11,0,0,Tunggal,Ikan dsb
GR063,"Rajungan, segar",76,12.1,2,2.4,0,721,214,2.2,69,192,1.7,2.9,599,0.2,0.25,0.2,0,Tunggal,Ikan dsb
GR064,"Rebon, udang kecil, segar",81,16.2,1.2,0.7,0,757,292,2.2,169,202.9,0.7,1.2,18,0.04,0.1,2.4,0,Tunggal,Ikan dsb
GR065,"Ikan saluang, segar",113,13.9,4.9,3.4,0,642,646,1.9,51,182,0.8,3.6,0,0.21,0.02,1.8,0,Tunggal,Ikan dsb
GR066,"Ikan sarden, segar",109,19.9,1.8,3.4,0,95,597,1.3,266,227,0.3,2,195,0.26,0.03,4.4,0,Tunggal,Ikan dsb
GR067,"Ikan selar, segar",100,18.8,2.2,0,0,40,179,0.5,43,392.6,0.1,0.3,45,0.37,0.2,3.4,0,Tunggal,Ikan dsb
GR068,"Ikan sepat, segar",84,15.2,0.6,4.7,0,68,171,2.1,211,198,0.7,0.6,0,0.16,0.03,1.9,0,Tunggal,Ikan dsb
GR069,"Ikan sidat, segar",81,11.4,1.9,3.8,0,118,174,3,46,245.9,0,1.5,15,0,0.4,3.2,0,Tunggal,Ikan dsb
GR070,"Ikan sunu, segar",111,13.3,3.4,6.7,0,86,174,1.2,91,197,0,0.6,309,1.03,0.1,0.2,0,Tunggal,Ikan dsb
GR071,"Ikan tahuman, segar",88,15.9,0.9,4.1,0,221,223,0,24,364,0.4,0.7,0,0.2,0.25,1.6,0,Tunggal,Ikan dsb
GR072,"Ikan Sale, segar",534,40.2,39.3,4.9,2,199,1244,2.7,673,673,0.3,2.6,0,0.02,0.5,0,0.2,Tunggal,Ikan dsb
GR073,"Ikan tarmon, segar",96,19.5,1.1,2,0,9,129,0.3,43,154,0.1,0.5,0,0.15,0.02,1.7,0,Tunggal,Ikan dsb
