kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan,meal_type
EP001,Barongko,159,3.1,5.8,23.5,0,35,65,1.2,46,78,0.3,0.6,0,0,0,0,8,Olahan,Buah,Cemilan
EP002,Dodol nanas,338,1.5,1.2,80.3,0,0,0,0,0,0,0,0,0,0.55,0,0,0,Olahan,Buah,Cemilan
EP003,Getuk pisang,144,1.1,0.4,34.1,0.4,48,32,1,0,0,0,0,0,0.34,0,0,0,Olahan,Buah,Cemilan
EP004,Keripik lampung,485,1.7,22.2,69.7,0.6,43,65,0.8,0,0,0,0,0,0.41,0,0,0,Olahan,Buah,Cemilan
EP005,Ledre pisang,405,4.8,5.1,84.9,0.4,59,124,2.6,0,0,0,0,0,0.05,0,0,0,Olahan,Buah,Cemilan
EP007,Loka anjoro,163,1.1,4.3,30,0,0,0,0,0,0,0,0,0,0,0,0,3,Olahan,Buah,Cemilan
EP008,Rica-rica taipa,49,1.6,0.3,10,0,11,48,3,426,42,0.5,0.5,0,0.14,0,0,0,Olahan,Buah,Cemilan
EP009,Rujak aceh,82,0.4,0.3,19.7,2.4,0,0,0,0,0,0,0,0,0.1,0,0,0,Olahan,Buah,Cemilan
EP010,Sale kesemek,296,1.1,0.6,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Buah,Cemilan
EP011,Sale pisang siam,281,2.4,0.7,66.1,1,41,64,1.2,0,0,0,0,0,0,0,0,0,Olahan,Buah,Cemilan
EP012,"Sale pisang, cilacap",295,2.3,2.1,66.9,1.3,47,97,2.8,0,0,0,0,0,0.22,0.03,0,42,Olahan,Buah,Cemilan
EP013,Sanggara belanda,242,6.4,7.1,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Buah,Cemilan
ER001,"Alpukat, segar",85,0.9,6.5,7.7,0,10,20,0.9,2,278,0.2,0.4,0,0.05,0.08,1,13,Tunggal,Buah,Cemilan
ER002,"Anggur hutan, segar",30,0.5,0.2,6.8,1.2,39,12,1.1,0,0,0,0,0,0.01,0,0,3,Tunggal,Buah,Cemilan
ER003,"Apel malang, segar",57,0.5,0.4,12.8,0.8,9,18,0.6,4,175.4,110.16,0,0,0.05,0.03,0.1,5,Tunggal,Buah,Cemilan
ER004,"Apel, segar",58,0.3,0.4,14.9,2.6,6,10,0.3,2,130,124.2,0.3,0,0.04,0.03,0.1,5,Tunggal,Buah,Cemilan
ER005,"Arbai, segar",37,0.8,0.5,8.3,0,28,27,0.8,2,43,63.52,18.9,0,0.03,0,0.1,60,Tunggal,Buah,Cemilan
ER006,"Belimbing, segar",36,0.4,0.4,8.8,3.3,4,12,1.1,4,130,0,0.1,0,0.03,0,0,35,Tunggal,Buah,Cemilan
ER007,"Biwah, segar",51,0.3,0.1,12.1,0.7,220,14,0.8,1,258.6,0.04,0.1,0,0.1,0.02,0,4,Tunggal,Buah,Cemilan
ER008,"Buah atung, segar",23,0.8,0.2,5.2,0,30,50,4.6,0,0,0,0,0,0.29,0,0,38,Tunggal,Buah,Cemilan
ER009,"Buah kelenting, segar",110,1.4,2.1,21.4,0,8,102,1.1,2,0,0.3,0.9,0,0.2,0.1,0,6,Tunggal,Buah,Cemilan
ER010,"Buah kom, segar",264,4,1.1,59.6,9,306,92,0.8,0,0,0,0,0,0.11,0,0,9,Tunggal,Buah,Cemilan
ER011,"Buah mentega (Bisbul), segar",39,0.7,0.2,9.7,2,43,17,0.8,1,90,0.06,0.1,0,0.02,0.01,0.1,33,Tunggal,Buah,Cemilan
ER012,"Buah Naga Merah, segar",71,1.7,3.1,9.1,3.2,13,14,0.4,128,128,0,0.4,0,0.5,0.3,0.5,1,Tunggal,Buah,Cemilan
ER013,"Buah Naga Putih, segar",56,0.8,1,10.9,3.2,13,27,0.5,231,231,0,0.4,0,0.02,0.5,0.9,1,Tunggal,Buah,Cemilan
ER014,"Buah negri, segar",55,1.2,0.1,12.2,5.2,30,40,0.2,10,0,0.1,0.3,0,0.33,0.03,0.1,9,Tunggal,Buah,Cemilan
ER015,"Buah nona, segar",101,1.7,0.6,25.2,2.8,27,20,0.8,5,312.5,325.7,0.1,0,0.08,0.16,0.9,22,Tunggal,Buah,Cemilan
ER016,"Buah rotan, segar",78,0.6,0.3,18.2,0,1,7,3.4,7,495,0.3,0.7,0,0.12,0,0,5,Tunggal,Buah,Cemilan
ER017,"Buah rukam, segar",113,0.8,0.3,26.8,7.7,108,52,1.2,2,219,0.3,0.9,0,0.06,0.01,0,20,Tunggal,Buah,Cemilan
ER018,"Buah ruruhi, segar",29,2.1,0.7,3.6,2.6,6,7,0,36,45,0,0.1,0,0.06,0.01,0,10,Tunggal,Buah,Cemilan
ER019,"Buah tuppa, segar",67,0.4,0.2,15.9,0,12,139,0.5,2,0,0.2,0.5,0,0.04,0.01,0,5,Tunggal,Buah,Cemilan
ER020,"Carica papaya, segar",24,1.9,0.2,3.7,1,51,33,1.8,0,0,0,0,0,0.32,0.07,0,85,Tunggal,Buah,Cemilan
ER021,"Cempedak, segar",116,3,0.4,28.6,3.4,20,30,1.5,26,243.7,0,0,0,0,0,0.5,15,Tunggal,Buah,Cemilan
ER022,"Duku, segar",63,1,0.2,16.1,4.3,18,9,0.9,2,147.5,0.09,0.2,0,0.05,0.15,1.5,9,Tunggal,Buah,Cemilan
ER023,"Durian, segar",134,2.5,3,28,3.5,7,44,1.3,1,601,0.12,0.3,0,0.1,0.19,136.5,53,Tunggal,Buah,Cemilan
ER024,"Duwet, segar",80,0.5,0.6,18.2,0.9,33,138,1.3,16,92.7,191.28,0.3,0,0.02,0.01,2.5,130,Tunggal,Buah,Cemilan
ER025,"Embacang, segar",98,1.4,0.2,25.4,1.9,21,15,0.5,3,250.9,0.13,0.1,0,0.03,0.09,0.7,56,Tunggal,Buah,Cemilan
ER026,"Encung asam, segar",122,3.5,4.5,17.5,9.3,63,69,3.2,0,0,0,0,0,0.02,0,0,0,Tunggal,Buah,Cemilan
ER027,"Erbis, segar",70,0.6,0,18.9,7.7,11,50,1.1,21,257.1,0.06,0.1,0,0,0.1,1.1,16,Tunggal,Buah,Cemilan
ER028,Gandaria masak,68,0.7,0.1,18,2.2,9,20,1,3,129,0,0,0,0.03,0.07,0.7,111,Tunggal,Buah,Cemilan
ER029,"Gatep, segar",191,4.5,1.5,39.7,13.4,186,69,3.2,17,403.3,0.69,1.4,0,0.05,0.2,1.8,0,Tunggal,Buah,Cemilan
ER030,"Jambu air, segar",46,0.6,0.2,11.8,2.1,8,9,1.1,11,321.2,0,0.1,0,0.02,0.38,4.6,5,Tunggal,Buah,Cemilan
ER033,"Jambu bol, segar",49,2.3,0.2,9.6,3.5,8,8,0.3,1,14,0,0,0,0.13,0.01,0.5,22,Tunggal,Buah,Cemilan
ER034,"Jambu monyet, segar",64,0.7,0.6,15.8,1.2,4,13,0.5,12,107.8,0,0,0,0.02,0,2,197,Tunggal,Buah,Cemilan
ER035,"Jeruk bali, segar",48,0.6,0.2,12.4,0.8,23,27,0.5,21,366.1,171.25,0.1,0,0.04,0,0.4,43,Tunggal,Buah,Cemilan
ER036,"Jeruk banjar, segar",61,0.8,0.2,14.1,0,9,13,0.2,3,79,0.1,0.1,0,0.12,0.03,0.3,31,Tunggal,Buah,Cemilan
ER037,Jeruk garut-keprok,44,0.8,0.3,10.9,1.6,33,23,0.4,5,518.1,169.3,0.2,0,0.07,0.03,0.2,31,Tunggal,Buah,Cemilan
ER038,"Jeruk Kalamansi, segar",39,0.3,0.3,8.9,2.3,42,85,0.5,82,82,0.3,0.1,0,0.02,0.1,0,30,Tunggal,Buah,Cemilan
ER039,"Jeruk manis, segar",45,0.9,0.2,11.2,1.4,33,23,0.4,4,472.1,160,0.2,0,0.08,0.03,0.2,49,Tunggal,Buah,Cemilan
ER040,"Jeruk nipis, segar",44,0.5,0.2,10,0.4,18,22,0.2,3,108.9,0.06,0.1,0,0.01,0.03,0.2,20,Tunggal,Buah,Cemilan
ER041,"Jeruk ragi, segar",49,0.7,0.2,11.1,0.5,36,67,0.7,4,457.3,155,0.2,0,0.03,0.03,0.2,30,Tunggal,Buah,Cemilan
ER042,"Kawista, segar",120,3.5,2.5,20.8,4.6,190,230,1.6,9,1015.6,308.43,0.4,0,0.07,0.07,0.4,3,Tunggal,Buah,Cemilan
ER043,"Kedondong masak, segar",46,1,0.1,10.3,2.6,15,22,2.8,2,216.2,0.03,0.1,0,0.08,0.23,0.3,30,Tunggal,Buah,Cemilan
ER044,"Kedondong, segar",47,0.5,0.2,10.4,2.7,7,58,0.8,2,0,0,0.2,0,0.07,0.04,0.4,32,Tunggal,Buah,Cemilan
ER046,"Kelapa muda, daging, segar",68,1,0.9,14,0,7,30,1,18,564.6,0.14,0.4,0,0.06,0.02,0.6,4,Tunggal,Buah,Cemilan
ER047,"Kemang, segar",48,1,0.2,11.9,1.7,10,24,0.1,2,88.6,0.04,0.1,0,0.08,0.01,0.3,58,Tunggal,Buah,Cemilan
ER048,"Kesemek, segar",78,0.8,0.4,20,0.6,6,26,0.3,0.3,34.5,0.13,0.1,0,0.05,0,0.1,11,Tunggal,Buah,Cemilan
ER049,"Kokosan, segar",86,1.6,0.2,13,1.4,22,38,1.3,2,118.3,0.08,0.2,0,0.04,0.04,1.5,3,Tunggal,Buah,Cemilan
ER050,"Kranji, segar",315,2.1,1.4,73.5,0,160,120,3.7,0,0,0,0,0,0.02,0,0,0,Tunggal,Buah,Cemilan
ER051,"Langsat, segar",56,0.9,0.2,14.3,1.4,17,24,1.1,1,232,0.09,0.2,0,0.07,0,0.8,9,Tunggal,Buah,Cemilan
ER052,"Lemon, segar",34,0.5,0.8,6.2,0.1,23,20,0.3,31,140,0.1,0.2,0,0.09,0.12,0.3,50,Tunggal,Buah,Cemilan
ER053,"Lontar, segar",27,0.4,0.2,6,1.6,91,243,0.5,0,0,0,0,0,0.03,0,0,0,Tunggal,Buah,Cemilan
ER054,"Mangga, segar",52,0.7,0,12.3,1.6,20,16,1,3,140,0.33,0,0,0.03,0.01,0.3,12,Tunggal,Buah,Cemilan
ER055,"Mangga benggala, segar",63,2.4,0.4,12.4,5.8,9,13,0.2,3,79,0.1,0.1,0,0.18,0.01,0.4,43,Tunggal,Buah,Cemilan
ER056,"Mangga gedung, segar",44,0.7,0.2,11.2,1.6,13,10,0.2,2,83.6,0.04,0.1,0,0.08,0.01,0.3,30,Tunggal,Buah,Cemilan
ER057,"Mangga golek, segar",63,0.5,0.2,16.7,2.3,14,10,0.7,3,118.1,0.05,0.1,0,0.08,0.02,0.4,65,Tunggal,Buah,Cemilan
ER058,"Mangga harumanis, segar",46,0.4,0.2,11.9,1.7,15,9,0.2,2,88.9,0.04,0.1,0,0.08,0.01,0.3,6,Tunggal,Buah,Cemilan
ER059,"Mangga indramayu, segar",72,0.8,0.2,18.7,2.5,13,10,1.9,3,131.4,0.06,0.1,0,0.06,0.02,0.5,16,Tunggal,Buah,Cemilan
ER060,"Mangga kopek, segar",56,0.4,0.2,14.6,2,16,10,1.7,2,102.9,0.04,0.1,0,0.03,0.01,0.4,27,Tunggal,Buah,Cemilan
ER061,"Mangga kwini, segar",86,0.7,0.5,19.8,6.5,11,11,0.2,1,16,0.1,0.1,0,0.15,0.02,0.5,18,Tunggal,Buah,Cemilan
ER062,"Mangga manalagi, segar",133,1,0.1,32.1,11.8,20,23,1,70,161,0,0,0,0.07,0,0.6,61,Tunggal,Buah,Cemilan
ER063,"Mangga muda, segar",59,0.5,0.4,15.1,0,12,11,0.4,2,108.2,0.05,0.1,0,0.06,0.02,0.4,2,Tunggal,Buah,Cemilan
ER064,"Manggis, segar",63,0.6,0.6,15.6,1.5,8,12,0.8,10,61.9,0.1,0.1,0,0.03,0.03,0.3,5,Tunggal,Buah,Cemilan
ER065,"Markisa, segar",144,3.5,1.2,29.8,11.4,27,203,1.4,37,453.8,0.11,0.1,0,0.02,0.17,2,10,Tunggal,Buah,Cemilan
ER066,"Matoa, segar",90,1.2,0.1,21.1,0.5,20,40,0.6,10,190,0.3,0.6,0,0.18,0.09,0.5,54,Tunggal,Buah,Cemilan
ER067,"Melon, segar",37,0.6,0.4,7.8,1,12,14,0.4,167,167,0.3,0.1,0,0.02,0.1,0,0.2,Tunggal,Buah,Cemilan
ER068,"Menteng, segar",65,1.7,0.3,16.1,0,13,20,0.8,0,0,0,0,0,0,0,0,0,Tunggal,Buah,Cemilan
ER069,"Nanas palembang, segar",58,0.7,0.2,13.3,1.6,29,15,0.6,7,117,0.03,0.1,0,0.26,0.03,0.2,11,Tunggal,Buah,Cemilan
ER070,"Nanas, segar",40,0.6,0.3,9.9,0.6,22,14,0.9,18,111,0.03,0.1,0,0.02,0.04,0.2,22,Tunggal,Buah,Cemilan
ER071,"Nangka masak pohon, segar",106,1.2,0.3,27.6,3.7,20,19,0.9,2,407,246.58,1.4,0,0.07,0.1,1,7,Tunggal,Buah,Cemilan
ER072,"Pala, daging, segar",42,0.3,0.2,10.9,0.5,32,24,1.5,0,0,0,0,0,0,0,0,22,Tunggal,Buah,Cemilan
ER073,"Pepaya, segar",46,0.5,12,12.2,1.6,23,12,1.7,4,221,0.02,0.3,0,0.04,0.06,0.4,78,Tunggal,Buah,Cemilan
ER074,"Pisang ambon, segar",108,1,0.8,24.3,1.9,20,30,0.2,10,0,0.2,0.2,0,0.05,0.11,0.1,9,Tunggal,Buah,Cemilan
ER075,"Pisang angleng (pisang ampyang), segar",68,1.3,0.2,17.2,0.8,10,26,0.6,23,215.7,0.04,0,0,0.08,0.05,2.5,6,Tunggal,Buah,Cemilan
ER076,"Pisang ayam, segar",120,1.1,0.2,26.8,4.1,20,61,0.4,6,392,0.1,0.3,0,0.1,0.02,1,26,Tunggal,Buah,Cemilan
ER077,"Pisang gapi, segar",127,2.1,0.3,31.1,11.7,0,40,0.3,40,392,0,0.3,0,0.18,0.02,0.3,13,Tunggal,Buah,Cemilan
ER078,"Pisang goroho, segar",115,1.9,0.2,27.9,4.6,0,30,0.2,36,359,0,0.3,0,0.15,0.02,1.1,10,Tunggal,Buah,Cemilan
ER079,"Pisang hijau, segar",117,2,0.3,28.9,0.4,0,37,0.9,31,529.4,0.28,0.6,0,0.13,0.06,0,13,Tunggal,Buah,Cemilan
ER080,"Pisang kayu, segar",100,1.4,0.5,23.6,2.6,15,0,0.1,1,493,0.08,0.3,0,0.1,0,0.6,11,Tunggal,Buah,Cemilan
ER081,"Pisang kepok, segar",109,0.8,0.5,26.3,5.7,10,30,0.5,10,300,0.1,0.2,0,0.1,0,0.1,9,Tunggal,Buah,Cemilan
ER082,"Pisang ketip, segar",145,1.1,0.3,34.5,6.6,5,54,0.1,4,726,0.15,0.5,0,0.13,0.02,0.8,95,Tunggal,Buah,Cemilan
ER083,"Pisang kidang, segar",96,1,0.2,22.5,0.6,87,173,0.6,6,418.8,0.22,0.5,0,0.04,0.1,0.9,2,Tunggal,Buah,Cemilan
ER084,"Pisang lampung, segar",99,1.3,0.2,25.6,4.3,10,19,0.9,28,475,0.25,0.5,0,0.07,0.12,1,4,Tunggal,Buah,Cemilan
ER085,"Pisang mas bali ampenan, segar",92,1.4,0.2,21,3.7,7,29,1.2,32,272,0.18,0.4,0,0.09,0.03,0.6,11,Tunggal,Buah,Cemilan
ER086,"Pisang mas bali kopang, segar",127,1.4,0.2,31.8,3.7,10,0,0.1,43,616,0.12,0.4,0,0.21,0.05,0.9,17,Tunggal,Buah,Cemilan
ER087,"Pisang mas, segar",127,1.4,0.2,33.6,1.4,7,25,0.8,42,392,195.78,0.5,0,0.09,0.08,4.5,2,Tunggal,Buah,Cemilan
ER088,"Pisang raja sereh, segar",108,1.3,0.3,28.2,0.7,16,38,0.1,31,522.6,0.27,0.6,0,0.02,0.08,1.1,2,Tunggal,Buah,Cemilan
ER089,"Pisang raja, segar",120,1.2,0.2,31.8,5.3,10,22,0.8,35,582.2,0.31,0.7,0,0.06,0.14,1.2,10,Tunggal,Buah,Cemilan
ER090,"Pisang rotan, segar",98,1.3,1.2,20.5,1,17,51,1.1,24,406.9,0.21,0.5,0,0.01,0.1,0.9,2,Tunggal,Buah,Cemilan
ER091,"Pisang talas, segar",113,1.2,0.2,26.7,4.4,22,22,0.6,29,48,0.26,0.1,0,0.12,0.03,1,9,Tunggal,Buah,Cemilan
ER092,Pisang tujuh bulan,94,0.6,0.2,22.5,3.7,50,20,0.2,0,4,0.1,0.4,0,0.03,0.03,0.3,6,Tunggal,Buah,Cemilan
ER093,"Pisang ua, segar",128,0.8,0.5,30.2,8.1,12,28,0.7,33,382,0.2,0.3,0,0.09,0.01,1.2,4,Tunggal,Buah,Cemilan
ER094,"Pisang uli, segar",134,1.1,0.5,35.5,1.4,31,53,0.9,39,650.3,0.34,0.7,0,0.11,0.16,1.4,3,Tunggal,Buah,Cemilan
ER095,"Purut, segar",76,4.1,1.1,15.2,1.7,30,76,0.6,10,285.2,0,0,0,0.01,0.11,0,0,Tunggal,Buah,Cemilan
ER096,"Rambutan binjai, segar",76,0.5,0.2,18,3.8,15,22,1.2,22,120,0.2,0.2,0,0.19,0.01,0.4,13,Tunggal,Buah,Cemilan
ER097,"Rambutan, segar",69,0.9,0.1,18.1,0.8,16,16,0.5,16,104.2,0.17,0.1,0,0,0.07,0.5,58,Tunggal,Buah,Cemilan
ER098,"Salak bali, segar",57,0.5,0.1,13.6,1.3,94,25,2.1,0,0,0.08,0.2,0,0,0,0,0.4,Tunggal,Buah,Cemilan
ER099,"Salak medan, segar",55,0.4,0.2,12.8,3.2,6,46,0.5,39,113,0.2,0.3,0,0.04,0.03,0,58,Tunggal,Buah,Cemilan
ER100,"Salak pondoh, segar",87,0.8,0.4,20.1,0,38,31,3.9,0,0,0.08,0.2,0,0,0.12,0.1,8,Tunggal,Buah,Cemilan
ER101,"Salak, segar",77,0.4,0,20.9,0,28,18,4.2,0,0,0.08,0.2,0,0.04,0,0,2,Tunggal,Buah,Cemilan
ER102,"Sawo duren, segar",64,1,3.1,8,0.8,18,45,0.8,13,111.4,0.02,0.1,0,0.01,0.02,0.1,1,Tunggal,Buah,Cemilan
ER103,"Sawo kecik, segar",111,0.9,2.3,21.6,1,20,185,0.7,28,117.8,0.04,0.1,0,0,0.04,1.5,19,Tunggal,Buah,Cemilan
ER104,"Sawo Manila, segar",92,0.5,1.1,22.4,9.5,25,12,1,26,110.2,0.04,0.1,0,0.01,0.04,1.4,21,Tunggal,Buah,Cemilan
ER105,"Semangka, segar",28,0.5,0.2,6.9,0.4,7,12,0.2,7,93.8,0.04,0.1,0,0.05,0.05,0.3,6,Tunggal,Buah,Cemilan
ER106,"Sirsak, segar",65,1,0.3,16.3,3.2,14,27,0.6,2,298.9,0.08,1,0,0.07,0.08,0.7,20,Tunggal,Buah,Cemilan
ER107,"Sowa, segar",48,1.6,0.6,9.1,45,50,40,0.3,9,0,0.1,1.5,0,0.15,0.23,0.2,4,Tunggal,Buah,Cemilan
ER108,"Srikaya, segar",63,1.1,0.5,13.9,2.1,127,30,2.7,0,0,0,0,0,0.08,0,0,28,Tunggal,Buah,Cemilan
ER109,"Sukun muda, segar",119,1.4,0.2,28.1,1.4,24,44,1.4,24,414.4,0.09,0.1,0,0.17,0.17,3.7,52,Tunggal,Buah,Cemilan
ER110,"Sukun tua, segar",126,1.6,0.2,24.5,1.5,37,47,1.6,25,436,0.09,0.1,0,0.18,0.17,3.9,58,Tunggal,Buah,Cemilan
ER111,"Vigus, segar",44,2.4,0.1,8.3,0,30,20,0.3,2,180,0.1,0.2,0,0.26,0.01,0,43,Tunggal,Buah,Cemilan
ER112,"Wani, segar",74,0.8,0.3,17.1,3.1,66,29,1.2,0,0,0,0,0,0.08,0,0,80,Tunggal,Buah,Cemilan
ER113,"Mentimun Suri, segar",16,1.3,0,2.1,0.9,768,422,0,0,1008,0,0,0,0,0,0,25,Tunggal,Buah,Cemilan
ER114,"Blewah, segar",34,0.8,0.2,8.2,0.9,9,15,0.2,16,267,0.04,0.2,0,0.04,0.02,0.7,37,Tunggal,Buah,Cemilan
EP015,Tepung Sukun,353,2.9,0.5,84.4,3.7,100,85,4.6,9,2008,0.1,0.6,0,0.4,0.02,0.1,3,Olahan,Buah,Cemilan
ER031,Jambu biji,49,0.9,0.3,12.2,2.4,14,28,1.1,10,52.8,0.02,0.3,0,0.02,0.03,0.8,87,Tunggal,Buah,Cemilan
ER032,Jambu biji putih tidak berbiji,61,0.9,0.3,15.4,4.5,31,41,0.2,20,103,0.04,0.5,0,1.02,0.06,1.3,116,Tunggal,Buah,Cemilan
FP007,Kerupuk urat,588,53.7,40.9,1.2,0,36,15,1.3,1024,37,0.1,0.2,2802,0,0,0,0,Olahan,Daging,Cemilan
GP048,Rusip,110,11.5,2,11.7,0,479,348,7.1,0,0,0,0,0,0.04,0,0,0,Olahan,Ikan dsb,Cemilan
GP058,Cakalang asar (asap papua),155,20.1,3.8,10.2,0,20,240,2.1,90,390,0.3,0.1,86,0,0.7,0.2,0,Olahan,Ikan dsb,Cemilan
GP071,"Jukku pallu kaloa, masakan",15,15.2,4.3,8.8,0,40,170,1.1,605,153,0.6,1.1,0,0.3,0.14,7.5,0,Olahan,Ikan dsb,Cemilan
GP077,Pempek adaan,162,4.9,3,27.8,0,26,116,1,488,119,0.1,0.2,0,0.3,0.03,1,0,Olahan,Ikan dsb,Cemilan
GP078,Pempek belida,156,4.2,1.4,31.6,0.2,100,55,3.3,0,0,0,0,0,0.03,0,0,0,Olahan,Ikan dsb,Cemilan
GP079,Pempek kapal selam,152,4.5,2.3,28.2,0,19,115,1.6,628,91,0.1,0.2,0,0.2,0.03,1,0,Olahan,Ikan dsb,Cemilan
GP080,Pempek kelesan,211,12.3,6.1,26.6,0.4,840,176,1.8,0,0,0,0,14,0.25,0,0,0,Olahan,Ikan dsb,Cemilan
GP081,Pempek kulit,243,5.2,7.3,39.1,0,16,96,2,555,102,0.1,0.6,0,0.2,0.02,0.9,0,Olahan,Ikan dsb,Cemilan
GP082,Pempek telur,156,4.7,2.7,28.3,0,13,83,1.3,448,48,0.1,0.6,0,0.2,0.05,1.1,0,Olahan,Ikan dsb,Cemilan
GP083,Pempek tenggiri,173,7.2,1.2,33.4,0.2,164,80,3.1,0,0,0,0,0,0.02,0,0,0,Olahan,Ikan dsb,Cemilan
GP092,Tekwan,53,1.9,0.9,9.4,0,9,41,1,174,42,0,0,99,0.1,0.02,0.4,0,Olahan,Ikan dsb,Cemilan
CP008,"Kacang merah kering, rebus",158,10.3,0.9,28.2,2.6,160,149,3.7,6,311,0.27,1.5,0,0.2,0.09,0.8,0,Olahan,Kacang,Cemilan
CP001,"Kacang belimbing (kecipir), rebus",204,16.9,8.8,17.5,4.8,230,180,3.3,43,1098,3.24,2.3,0,0.2,0.48,0.7,0,Olahan,Kacang,Cemilan
CP003,"Kacang bogor, rebus",161,7.7,2.8,27.1,2,56,134,1.4,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang,Cemilan
CP004,"Kacang gude, rebus",147,9,0.5,27.5,3.4,50,175,2,14,1126,0.8,2.7,0,0.1,0.07,13.2,0,Olahan,Kacang,Cemilan
CP005,"Kacang hijau, rebus",109,8.7,0.5,18.3,1.5,95,149,1.5,447,657.8,1.4,2.8,0,0.12,0.04,0.4,3,Olahan,Kacang,Cemilan
CP007,"Kacang kedelai, rebus",189,20.2,8.2,12.7,1.6,91,270,3.9,181,615,1.3,3.7,0,0.2,0.04,0.5,0,Olahan,Kacang,Cemilan
CP013,"Kacang tanah, rebus",220,10.6,18,8,1,89,273,1.9,36,536.2,1.78,2.2,0,0.1,0,0,0,Olahan,Kacang,Cemilan
CP014,"Kacang tolo / tunggak, rebus",138,10.7,1.1,22.6,0.9,165,172,4,13,6.7,0.8,6.1,0,0.01,0.17,3.2,0,Olahan,Kacang,Cemilan
CP015,Ampas kacang hijau,96,3.7,0.6,19.1,2.7,133,150,1.3,0,0,0,0,0,0.05,0,0,0,Olahan,Kacang,Cemilan
CP023,Dodol banjarmasin,368,2.6,8.6,70,0.5,51,180,3.3,48,96,0.4,2.6,0,0.04,0.07,2.3,0,Olahan,Kacang,Cemilan
CP024,Emping (kerupuk melinjo),345,12,1.5,71.5,0,100,400,5,0,0,0,0,0,0.2,0,0,0,Olahan,Kacang,Cemilan
CP025,Emping komak,355,17.8,4.6,60.7,0,87,304,4.3,24,1233,1,2.3,0,0,0,0.6,0,Olahan,Kacang,Cemilan
CP029,Geplak,350,1.4,14.4,53.6,1.8,151,43,2.1,0,0,0,0,0,0.12,0.02,0.8,0,Olahan,Kacang,Cemilan
CP030,Geplak jahe,462,3.1,24.4,57.7,3.3,212,161,6.6,0,0,0,0,0,0.12,0,0.1,0,Olahan,Kacang,Cemilan
CP031,Kacang atom,533,27.8,38.1,28.8,2.5,87,423,3,0,0,0,0,0,0.06,0,0,0,Olahan,Kacang,Cemilan
CP034,Kacang sukro,484,8.8,26.1,57.7,1.8,49,194,2.5,0,0,0,0,0,0.06,0,0,0,Olahan,Kacang,Cemilan
CP039,Keripik oncom,598,8.3,43.8,42.6,3.3,85,153,27,0,0,0,0,0,1.13,0,0,0,Olahan,Kacang,Cemilan
CP040,Keripik tempe,581,12.1,40.6,41.7,2.2,237,116,6.9,0,0,0,0,0,0.35,0,0,0,Olahan,Kacang,Cemilan
CP041,Keripik tempe abadi besar,556,15.8,37.1,39.8,3.5,112,215,5.4,0,0,0,0,0,0.63,0,0,0,Olahan,Kacang,Cemilan
CP042,Keripik tempe abadi murni,542,40.3,42.4,11.6,2.2,175,529,5.2,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang,Cemilan
CP043,Keripik tempe abadi sedang,510,12.3,27.9,52.4,3.6,122,211,8.4,0,0,0,0,0,0.52,0,0,0,Olahan,Kacang,Cemilan
CP044,Keripik tempe abadi telur,529,20.8,31.7,40.2,3,124,222,5.4,0,0,0,0,0,0.86,0,0,0,Olahan,Kacang,Cemilan
CP045,Keripik tempe abadi prima,540,16.7,33.9,42,2.2,92,184,3.2,0,0,0,0,0,0.38,0,0,0,Olahan,Kacang,Cemilan
CP046,Kwaci,515,30.6,42.1,13.8,13.6,54,312,6.2,124,448.6,0.65,9.7,0,0.02,0.19,0.3,0,Olahan,Kacang,Cemilan
CP047,Melinjo emping tebal goreng manis,439,10,16.4,65.7,0,66,225,0,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang,Cemilan
CP048,"Melinjo emping tebal, goreng asin",431,11.1,16.2,63,0,77,0,0,0,0,0,0,0,0.08,0,0,0,Olahan,Kacang,Cemilan
CP049,Melinjo emping tipis goreng,485,11.5,24.5,59.1,0,85,218,0,0,0,0,0,0,0.11,0,0,0,Olahan,Kacang,Cemilan
CP058,Sayur lebui,64,2.1,0.6,12.5,5.7,21,2,1,124,146,0.2,0.7,0,0,0,0.1,0,Olahan,Kacang,Cemilan
CP060,Susu kedelai,41,3.5,2.5,5,0.2,50,45,0.7,128,287.9,0.12,1,0,0.08,0.05,0.7,2,Olahan,Kacang,Cemilan
CP064,Takwa,148,13.8,8.5,4,0,140,214,8.5,3,79,0.3,1.3,0,0.2,0.1,0.8,0,Olahan,Kacang,Cemilan
CP002,"Kacang bogor, goreng",479,12.7,23.2,58.9,1.2,135,184,2.9,0,0,0,0,0,0.25,0.45,4.1,0,Olahan,Kacang,Cemilan
CP010,"Kacang mete/biji jambu monyet, goreng",629,20.4,56.3,19.8,1.1,502,493,8,13,641.7,4.7,5.4,0,0.37,0.22,1.8,0,Olahan,Kacang,Cemilan
